event_type,fields
ESACC,R 187405712 187405818 107 -77.0 -34.3 1178.2 556.3 22.56 395
SFIX,R 187405819
EFIX,R 187405819 187405894 76 1173.5 563.3 3091
SSACC,R 187405895
ESACC,R 187405895 187405927 33 1166.2 574.9 1168.0 592.0 0.29 64
SFIX,R 187405928
EFIX,R 187405928 187405942 15 1158.3 595.2 2972
SSACC,R 187405943
ESACC,R 187405943 187405989 47 1151.6 589.1 1133.2 625.4 0.69 60
SFIX,R 187405990
EFIX,R 187405990 187406014 25 1129.1 623.7 2624
SSACC,R 187406015
ESACC,R 187406015 187406054 40 1133.8 641.8 1125.9 656.6 0.28 63
SFIX,R 187406055
EFIX,R 187406055 187406150 96 1123.0 659.3 2734
SSACC,R 187406151
SBLINK,R 187406216
EBLINK,R 187406216 187406285 70
ESACC,R 187406151 187406388 238 1119.1 615.5 290.8 977.0 14.84 476
SFIX,R 187406389
EFIX,R 187406389 187406472 84 301.2 937.6 3632
SSACC,R 187406473
ESACC,R 187406473 187406580 108 305.0 946.1 432.3 650.7 5.26 161
SFIX,R 187406581
EFIX,R 187406581 187406637 57 432.5 647.4 3714
SSACC,R 187406638
ESACC,R 187406638 187406686 49 438.1 644.1 365.2 802.4 2.87 103
SFIX,R 187406687
EFIX,R 187406687 187406785 99 361.6 817.2 4039
SSACC,R 187406786
ESACC,R 187406786 187406812 27 349.9 833.4 396.6 727.3 1.90 102
SFIX,R 187406813
EFIX,R 187406813 187406845 33 411.5 672.5 3844
SSACC,R 187406846
ESACC,R 187406846 187406891 46 433.0 624.6 497.7 495.3 2.42 130
SFIX,R 187406892
EFIX,R 187406892 187406926 35 498.8 514.5 3534
SSACC,R 187406927
SBLINK,R 187407040
EBLINK,R 187407040 187407111 72
ESACC,R 187406927 187407121 195 489.5 509.7 518.8 446.1 1.18 117
SFIX,R 187407122
EFIX,R 187407122 187407153 32 508.8 489.5 3089
SSACC,R 187407154
ESACC,R 187407154 187407176 23 495.9 523.3 471.3 591.3 1.21 91
SFIX,R 187407177
EFIX,R 187407177 187407186 10 460.4 609.3 3476
SSACC,R 187407187
ESACC,R 187407187 187407256 70 445.2 613.0 322.7 899.6 5.12 139
SFIX,R 187407257
EFIX,R 187407257 187407324 68 312.0 925.0 3772
SSACC,R 187407325
ESACC,R 187407325 187407400 76 305.4 933.6 1337.6 1248.0 17.32 352
SFIX,R 187407401
EFIX,R 187407401 187407844 444 1353.2 1225.3 3767
SSACC,R 187407845
ESACC,R 187407845 187407869 25 1354.4 1231.8 1535.2 1144.4 3.20 244
SFIX,R 187407870
EFIX,R 187407870 187408389 520 1557.7 1138.8 3675
SSACC,R 187408390
ESACC,R 187408390 187408473 84 1554.7 1137.0 1410.4 1299.9 3.42 155
SFIX,R 187408474
EFIX,R 187408474 187408639 166 1358.1 1262.0 4228
SSACC,R 187408640
ESACC,R 187408640 187408715 76 1355.4 1241.5 1327.3 1171.3 1.19 179
SFIX,R 187408716
EFIX,R 187408716 187409081 366 1334.1 1147.5 3653
SSACC,R 187409082
ESACC,R 187409082 187409113 32 1339.3 1132.8 1740.7 1183.6 6.43 434
SFIX,R 187409114
EFIX,R 187409114 187409950 837 1737.6 1187.8 3508
SSACC,R 187409951
ESACC,R 187409951 187410017 67 1733.8 1178.3 1285.0 1039.1 7.50 214
SFIX,R 187410018
EFIX,R 187410018 187410765 748 1229.0 1063.3 3656
SSACC,R 187410766
ESACC,R 187410766 187410794 29 1233.8 1064.8 1481.7 1111.7 4.09 271
SFIX,R 187410795
EFIX,R 187410795 187412577 1783 1509.0 1114.9 3558
SSACC,R 187412578
SBLINK,R 187412598
EBLINK,R 187412598 187412730 133
ESACC,R 187412578 187412793 216 1500.9 1063.1 986.3 932.7 8.68 541
SFIX,R 187412794
EFIX,R 187412794 187412938 145 994.2 897.9 4523
SSACC,R 187412939
SBLINK,R 187413007
EBLINK,R 187413007 187413153 147
ESACC,R 187412939 187413256 318 1022.3 924.6 928.0 697.0 4.09 820
SFIX,R 187413257
EFIX,R 187413257 187413326 70 932.9 680.9 4630
SSACC,R 187413327
ESACC,R 187413327 187413481 155 935.4 688.1 933.8 709.6 0.36 916
SFIX,R 187413482
EFIX,R 187413482 187413713 232 912.9 780.3 4275
SSACC,R 187413714
ESACC,R 187413714 187413735 22 911.2 779.3 917.1 770.5 0.18 68
SFIX,R 187413736
EFIX,R 187413736 187414072 337 920.4 789.4 4130
SSACC,R 187414073
ESACC,R 187414073 187414117 45 929.2 799.5 920.5 833.6 0.58 279
SFIX,R 187414118
EFIX,R 187414118 187414166 49 920.0 821.4 4027
SSACC,R 187414167
SBLINK,R 187414237
EBLINK,R 187414237 187415089 853
ESACC,R 187414167 187415146 980 920.9 826.8 1481.1 1298.5 11.82 812
SFIX,R 187415147
EFIX,R 187415147 187415168 22 1474.9 1272.0 3978
SSACC,R 187415169
ESACC,R 187415169 187415238 70 1472.7 1258.3 1471.8 1192.3 1.03 113
SFIX,R 187415239
EFIX,R 187415239 187415271 33 1464.7 1197.1 3956
SSACC,R 187415272
ESACC,R 187415272 187415357 86 1460.4 1182.9 910.5 675.9 12.21 302
SFIX,R 187415358
EFIX,R 187415358 187415614 257 880.6 668.7 3824
SSACC,R 187415615
ESACC,R 187415615 187415662 48 862.9 670.9 971.8 122.7 9.49 435
SFIX,R 187415663
EFIX,R 187415663 187415973 311 963.3 126.4 3058
SSACC,R 187415974
ESACC,R 187415974 187416035 62 955.2 132.0 1318.5 892.6 14.12 401
SFIX,R 187416036
EFIX,R 187416036 187416691 656 1342.7 926.1 3327
SSACC,R 187416692
ESACC,R 187416692 187416717 26 1338.2 918.2 1498.8 1141.5 4.43 343
SFIX,R 187416718
EFIX,R 187416718 187417008 291 1502.7 1147.6 3475
SSACC,R 187417009
ESACC,R 187417009 187417019 11 1505.0 1135.6 1514.8 1093.5 0.68 73
SFIX,R 187417020
EFIX,R 187417020 187418009 990 1514.9 1088.1 3523
SSACC,R 187418010
SBLINK,R 187418026
EBLINK,R 187418026 187418279 254
ESACC,R 187418010 187418358 349 1513.3 1093.9 1610.1 1174.1 1.99 484
SFIX,R 187418359
EFIX,R 187418359 187419179 821 1592.2 1190.1 3194
SSACC,R 187419180
ESACC,R 187419180 187419196 17 1583.6 1177.3 1546.6 1106.0 1.26 108
SFIX,R 187419197
EFIX,R 187419197 187419986 790 1538.7 1090.4 3423
SSACC,R 187419987
ESACC,R 187419987 187420008 22 1544.8 1103.1 1484.8 1038.6 1.41 90
SFIX,R 187420009
EFIX,R 187420009 187421612 1604 1442.2 1017.2 3349
SSACC,R 187421613
SBLINK,R 187421630
EBLINK,R 187421630 187421838 209
ESACC,R 187421613 187421898 286 1436.1 1027.8 1542.1 1178.8 2.93 408
SFIX,R 187421899
EFIX,R 187421899 187422066 168 1525.1 1155.4 2842
SSACC,R 187422067
SBLINK,R 187422146
EBLINK,R 187422146 187422244 99
ESACC,R 187422067 187422314 248 1520.6 1169.1 826.3 810.6 12.73 400
SFIX,R 187422315
EFIX,R 187422315 187423395 1081 812.7 777.0 3347
SSACC,R 187423396
ESACC,R 187423396 187423435 40 834.2 742.0 601.8 808.0 4.03 144
SFIX,R 187423436
EFIX,R 187423436 187423493 58 572.7 852.5 3885
SSACC,R 187423494
ESACC,R 187423494 187423511 18 556.3 855.2 557.8 924.1 1.13 103
SFIX,R 187423512
EFIX,R 187423512 187423551 40 562.3 933.1 4309
SSACC,R 187423552
ESACC,R 187423552 187423564 13 557.0 915.1 558.7 880.2 0.57 65
SFIX,R 187423565
EFIX,R 187423565 187423590 26 559.1 868.0 3911
SSACC,R 187423591
SBLINK,R 187423634
EBLINK,R 187423634 187423795 162
ESACC,R 187423591 187423854 264 562.9 845.3 568.3 834.5 0.20 229
SFIX,R 187423855
EFIX,R 187423855 187423924 70 557.7 887.5 4096
SSACC,R 187423925
ESACC,R 187423925 187423953 29 560.6 879.7 608.6 747.4 2.32 123
SFIX,R 187423954
EFIX,R 187423954 187424002 49 625.0 733.1 3805
SSACC,R 187424003
ESACC,R 187424003 187424070 68 646.0 713.8 695.2 555.5 2.79 93
SFIX,R 187424071
EFIX,R 187424071 187424103 33 691.6 552.3 3303
SSACC,R 187424104
ESACC,R 187424104 187424120 17 693.4 554.7 667.1 580.9 0.63 52
SFIX,R 187424121
EFIX,R 187424121 187424176 56 651.1 614.5 3358
SSACC,R 187424177
ESACC,R 187424177 187424187 11 643.2 628.2 644.8 592.8 0.60 85
SFIX,R 187424188
EFIX,R 187424188 187424224 37 644.1 573.6 3173
SSACC,R 187424225
SBLINK,R 187424235
EBLINK,R 187424235 187424519 285
ESACC,R 187424225 187424621 397 340.4 91.7 251.3 -85.0 3.30 226
SFIX,R 187424622
EFIX,R 187424622 187424659 38 293.6 -149.9 2461
SSACC,R 187424660
SBLINK,R 187424670
EBLINK,R 187424670 187424692 23
ESACC,R 187424660 187424755 96 252.1 -98.2 51.7 278.6 7.04 215
SFIX,R 187424756
EFIX,R 187424756 187424801 46 50.8 268.0 3373
SSACC,R 187424802
ESACC,R 187424802 187424930 129 51.0 264.0 1273.7 1194.8 24.69 547
SFIX,R 187424931
EFIX,R 187424931 187425501 571 1278.8 1211.5 3603
SSACC,R 187425502
ESACC,R 187425502 187425527 26 1283.5 1220.9 1418.3 1250.7 2.21 157
SFIX,R 187425528
EFIX,R 187425528 187426031 504 1446.6 1271.3 3732
SSACC,R 187426032
ESACC,R 187426032 187426055 24 1447.2 1271.4 1508.6 1106.2 2.76 223
SFIX,R 187426056
EFIX,R 187426056 187426292 237 1526.4 1115.0 3672
SSACC,R 187426293
SBLINK,R 187426308
EBLINK,R 187426308 187426449 142
ESACC,R 187426293 187426521 229 1523.6 1118.3 1194.7 822.0 7.20 490
SFIX,R 187426522
EFIX,R 187426522 187426672 151 1181.2 876.3 3472
SSACC,R 187426673
ESACC,R 187426673 187426877 205 1182.0 904.0 500.7 1821.3 17.47 365
SFIX,R 187426878
EFIX,R 187426878 187426972 95 483.7 1848.8 2880
SSACC,R 187426973
ESACC,R 187426973 187427176 204 483.9 1857.5 668.8 1710.2 3.49 314
SFIX,R 187427177
EFIX,R 187427177 187427250 74 655.5 1630.3 1323
SSACC,R 187427251
SBLINK,R 187427288
EBLINK,R 187427288 187427385 98
ESACC,R 187427251 187427574 324 639.6 1584.5 1632.1 1233.5 16.41 524
SFIX,R 187427575
EFIX,R 187427575 187427654 80 1625.9 1193.7 3458
SSACC,R 187427655
ESACC,R 187427655 187427675 21 1627.4 1178.1 1568.3 1079.9 1.80 178
SFIX,R 187427676
EFIX,R 187427676 187428105 430 1538.2 1091.8 3565
SSACC,R 187428106
ESACC,R 187428106 187428119 14 1536.3 1112.9 1486.0 1097.2 0.84 81
SFIX,R 187428120
EFIX,R 187428120 187428805 686 1470.0 1098.0 3607
SSACC,R 187428806
ESACC,R 187428806 187428824 19 1470.1 1108.2 1537.1 1145.8 1.23 110
SFIX,R 187428825
EFIX,R 187428825 187429153 329 1549.1 1163.5 3505
SSACC,R 187429154
ESACC,R 187429154 187429167 14 1549.3 1165.2 1589.0 1140.2 0.74 70
SFIX,R 187429168
EFIX,R 187429168 187429486 319 1614.9 1135.2 3427
SSACC,R 187429487
SBLINK,R 187429505
EBLINK,R 187429505 187429878 374
ESACC,R 187429487 187429944 458 1615.8 1124.1 1560.0 1193.8 1.40 338
SFIX,R 187429945
EFIX,R 187429945 187430103 159 1543.5 1139.4 2859
SSACC,R 187430104
ESACC,R 187430104 187430117 14 1538.5 1139.7 1504.8 1103.5 0.78 70
SFIX,R 187430118
EFIX,R 187430118 187433388 3271 1476.1 1099.8 3385
SSACC,R 187433389
SBLINK,R 187433410
EBLINK,R 187433410 187434023 614
ESACC,R 187433389 187434173 785 1468.2 1094.6 1578.0 1327.9 4.02 415
SFIX,R 187434174
EFIX,R 187434174 187434748 575 1553.8 1081.6 3536
SSACC,R 187434749
ESACC,R 187434749 187434834 86 1545.1 1059.9 483.0 984.9 17.21 334
SFIX,R 187434835
EFIX,R 187434835 187435047 213 455.9 959.8 3839
SSACC,R 187435048
ESACC,R 187435048 187435106 59 435.5 938.2 758.8 909.4 5.33 177
SFIX,R 187435107
EFIX,R 187435107 187435577 471 754.6 915.9 4109
SSACC,R 187435578
SBLINK,R 187435691
EBLINK,R 187435691 187436070 380
ESACC,R 187435578 187436154 577 746.8 907.8 1569.0 1237.9 14.31 362
SFIX,R 187436155
EFIX,R 187436155 187436206 52 1573.8 1192.8 4005
SSACC,R 187436207
ESACC,R 187436207 187436263 57 1577.9 1165.5 1175.3 1034.9 6.83 199
SFIX,R 187436264
EFIX,R 187436264 187436341 78 1166.9 1038.4 3973
SSACC,R 187436342
ESACC,R 187436342 187436391 50 1167.4 1048.7 1166.3 1118.9 1.12 60
SFIX,R 187436392
EFIX,R 187436392 187436544 153 1165.2 1103.2 4465
SSACC,R 187436545
ESACC,R 187436545 187436574 30 1162.5 1107.9 1474.6 1188.4 5.21 389
SFIX,R 187436575
EFIX,R 187436575 187436880 306 1470.7 1180.8 3944
SSACC,R 187436881
ESACC,R 187436881 187436900 20 1463.6 1204.9 1462.8 1135.3 1.09 65
SFIX,R 187436901
EFIX,R 187436901 187437188 288 1444.6 915.2 3219
SSACC,R 187437189
SBLINK,R 187437234
EBLINK,R 187437234 187437745 512
ESACC,R 187437189 187437786 598 1419.9 733.8 524.8 304.2 16.55 651
SFIX,R 187437787
EFIX,R 187437787 187438992 1206 498.5 307.9 2702
SSACC,R 187438993
SBLINK,R 187439003
EBLINK,R 187439003 187440121 1119
ESACC,R 187438993 187440184 1192 64.4 263.9 -107.2 857.2 9.97 281
SFIX,R 187440185
EFIX,R 187440185 187440278 94 -97.0 845.8 3573
SSACC,R 187440279
SBLINK,R 187440506
EBLINK,R 187440506 187440511 6
ESACC,R 187440279 187440553 275 -74.5 818.3 1038.2 1114.7 18.28 547
SFIX,R 187440554
EFIX,R 187440554 187441214 661 1055.5 1106.8 3835
SSACC,R 187441215
ESACC,R 187441215 187441501 287 1048.4 1115.3 1720.8 1238.1 10.91 495
SFIX,R 187441502
EFIX,R 187441502 187441537 36 1719.0 1219.2 4175
SSACC,R 187441538
ESACC,R 187441538 187441547 10 1719.1 1207.1 1720.6 1239.8 0.50 81
SFIX,R 187441548
EFIX,R 187441548 187441569 22 1726.5 1246.7 4266
SSACC,R 187441570
ESACC,R 187441570 187441754 185 1738.8 1249.8 1708.1 1137.2 1.80 89
SFIX,R 187441755
EFIX,R 187441755 187441955 201 1707.9 1184.4 3813
SSACC,R 187441956
ESACC,R 187441956 187442024 69 1711.1 1262.4 634.8 876.3 18.30 530
SFIX,R 187442025
EFIX,R 187442025 187442209 185 619.0 885.3 3579
SSACC,R 187442210
SBLINK,R 187442232
EBLINK,R 187442232 187442328 97
ESACC,R 187442210 187442375 166 610.5 896.0 898.7 600.6 6.88 951
SFIX,R 187442376
EFIX,R 187442376 187442650 275 886.5 600.9 3108
SSACC,R 187442651
ESACC,R 187442651 187442701 51 884.5 606.2 1264.9 303.4 8.23 277
SFIX,R 187442702
EFIX,R 187442702 187443365 664 1266.0 299.6 2945
SSACC,R 187443366
ESACC,R 187443366 187443408 43 1268.6 308.8 1618.0 661.0 8.28 457
SFIX,R 187443409
EFIX,R 187443409 187444107 699 1617.5 664.7 2611
SSACC,R 187444108
ESACC,R 187444108 187444140 33 1617.4 665.8 1588.3 982.8 5.18 393
SFIX,R 187444141
EFIX,R 187444141 187444400 260 1586.3 1006.3 2760
SSACC,R 187444401
ESACC,R 187444401 187444429 29 1586.1 1005.7 1274.1 1062.5 5.14 341
SFIX,R 187444430
EFIX,R 187444430 187444646 217 1250.6 1068.9 3018
SSACC,R 187444647
ESACC,R 187444647 187444671 25 1252.8 1059.9 1225.7 926.7 2.20 157
SFIX,R 187444672
EFIX,R 187444672 187445125 454 1212.1 877.3 3018
SSACC,R 187445126
ESACC,R 187445126 187445160 35 1202.1 874.2 1038.8 630.5 4.89 225
SFIX,R 187445161
EFIX,R 187445161 187445515 355 975.1 599.0 2748
SSACC,R 187445516
ESACC,R 187445516 187445557 42 968.2 601.6 916.8 946.3 5.80 279
SFIX,R 187445558
EFIX,R 187445558 187446364 807 912.3 956.4 3092
SSACC,R 187446365
ESACC,R 187446365 187446386 22 915.0 959.6 994.2 951.6 1.32 86
SFIX,R 187446387
EFIX,R 187446387 187447069 683 1044.4 960.8 3154
SSACC,R 187447070
ESACC,R 187447070 187447115 46 1050.6 970.9 1519.1 1159.2 8.20 424
SFIX,R 187447116
EFIX,R 187447116 187447203 88 1524.6 1155.2 2973
SSACC,R 187447204
ESACC,R 187447204 187447218 15 1524.6 1153.1 1467.6 1127.4 1.00 78
SFIX,R 187447219
EFIX,R 187447219 187447905 687 1468.6 1106.7 3088
SSACC,R 187447906
ESACC,R 187447906 187448020 115 1475.7 1104.3 1212.5 577.4 9.64 213
SFIX,R 187448021
EFIX,R 187448021 187450149 2129 1130.4 531.3 2711
SSACC,R 187450150
ESACC,R 187450150 187450172 23 1132.2 530.5 1196.5 483.6 1.35 69
SFIX,R 187450173
EFIX,R 187450173 187451670 1498 1284.5 452.1 2591
SSACC,R 187451671
SBLINK,R 187451690
EBLINK,R 187451690 187452920 1231
ESACC,R 187451671 187452975 1305 1288.0 483.0 1492.8 772.5 5.91 552
SFIX,R 187452976
EFIX,R 187452976 187453667 692 1470.7 726.3 3220
SSACC,R 187453668
ESACC,R 187453668 187453749 82 1477.6 701.8 668.9 774.3 13.45 270
SFIX,R 187453750
EFIX,R 187453750 187453983 234 624.7 770.4 4162
SSACC,R 187453984
ESACC,R 187453984 187454100 117 635.1 800.0 626.9 806.8 0.18 136
SFIX,R 187454101
EFIX,R 187454101 187454138 38 628.3 801.5 4568
SSACC,R 187454139
ESACC,R 187454139 187454212 74 633.6 804.0 752.6 513.0 5.27 135
SFIX,R 187454213
EFIX,R 187454213 187454276 64 759.7 519.9 3784
SSACC,R 187454277
ESACC,R 187454277 187454322 46 737.1 534.5 628.9 787.9 4.62 161
SFIX,R 187454323
EFIX,R 187454323 187454348 26 623.4 817.5 4222
SSACC,R 187454349
ESACC,R 187454349 187454377 29 630.2 840.9 616.1 771.2 1.18 95
SFIX,R 187454378
EFIX,R 187454378 187454460 83 622.9 773.0 4073
SSACC,R 187454461
ESACC,R 187454461 187454526 66 624.5 779.5 -18.4 744.4 10.35 218
SFIX,R 187454527
EFIX,R 187454527 187454611 85 -24.1 733.5 3760
SSACC,R 187454612
ESACC,R 187454612 187454648 37 -22.8 712.6 27.8 629.2 1.57 96
SFIX,R 187454649
EFIX,R 187454649 187454670 22 38.5 601.6 3594
SSACC,R 187454671
ESACC,R 187454671 187454692 22 54.2 599.7 61.3 574.3 0.43 152
SFIX,R 187454693
EFIX,R 187454693 187454889 197 38.1 614.9 3668
SSACC,R 187454890
ESACC,R 187454890 187454902 13 8.9 677.7 -19.8 726.2 0.90 80
SFIX,R 187454903
EFIX,R 187454903 187454971 69 -36.2 758.9 3782
SSACC,R 187454972
ESACC,R 187454972 187455752 781 -40.5 756.1 48.1 533.6 3.87 342
SFIX,R 187455753
EFIX,R 187455753 187455798 46 43.6 484.2 2960
SSACC,R 187455799
ESACC,R 187455799 187455935 137 51.0 438.5 431.8 113.0 8.23 185
SFIX,R 187455936
EFIX,R 187455936 187456290 355 409.3 108.5 2988
SSACC,R 187456291
ESACC,R 187456291 187456375 85 371.3 107.4 145.4 1407.5 20.85 390
SFIX,R 187456376
EFIX,R 187456376 187456621 246 116.2 1451.7 2609
SSACC,R 187456622
SBLINK,R 187456772
EBLINK,R 187456772 187457175 404
ESACC,R 187456622 187457270 649 112.7 1446.2 38.6 344.4 17.19 612
SFIX,R 187457271
EFIX,R 187457271 187457371 101 49.9 347.3 1306
SSACC,R 187457372
ESACC,R 187457372 187457520 149 52.0 349.8 80.5 356.9 0.47 140
SFIX,R 187457521
EFIX,R 187457521 187457603 83 71.5 355.6 1377
SSACC,R 187457604
SBLINK,R 187457622
EBLINK,R 187457622 187457853 232
ESACC,R 187457604 187457912 309 58.1 385.0 -293.6 522.9 5.86 304
SFIX,R 187457913
EFIX,R 187457913 187458151 239 -262.7 492.8 1410
SSACC,R 187458152
ESACC,R 187458152 187458220 69 -260.0 447.3 173.3 563.8 7.00 276
SFIX,R 187458221
EFIX,R 187458221 187458252 32 171.1 579.0 1354
SSACC,R 187458253
ESACC,R 187458253 187458389 137 167.1 587.4 164.9 687.1 1.64 131
SFIX,R 187458390
EFIX,R 187458390 187458677 288 124.5 638.8 1143
SSACC,R 187458678
ESACC,R 187458678 187459175 498 82.8 638.8 661.3 1334.2 14.35 463
SFIX,R 187459176
EFIX,R 187459176 187459342 167 641.4 1394.7 2027
SSACC,R 187459343
ESACC,R 187459343 187459465 123 573.8 1391.9 693.3 1370.0 1.93 568
SFIX,R 187459466
EFIX,R 187459466 187459632 167 808.2 1420.7 3036
SSACC,R 187459633
ESACC,R 187459633 187459679 47 882.6 1391.0 1495.6 1320.2 9.82 379
SFIX,R 187459680
EFIX,R 187459680 187459927 248 1535.0 1302.0 3243
SSACC,R 187459928
ESACC,R 187459928 187459948 21 1542.1 1317.8 1479.4 1213.4 1.89 170
SFIX,R 187459949
EFIX,R 187459949 187460072 124 1477.9 1214.4 3284
SSACC,R 187460073
ESACC,R 187460073 187460174 102 1479.6 1237.9 1516.9 1355.7 1.90 371
SFIX,R 187460175
EFIX,R 187460175 187460204 30 1517.0 1347.3 3682
SSACC,R 187460205
SBLINK,R 187460397
EBLINK,R 187460397 187460496 100
ESACC,R 187460205 187460535 331 1517.1 1362.3 1517.3 1168.6 2.98 1032
SFIX,R 187460536
EFIX,R 187460536 187460618 83 1512.6 1155.6 3632
SSACC,R 187460619
ESACC,R 187460619 187460637 19 1520.6 1179.1 1514.9 1134.0 0.71 135
SFIX,R 187460638
EFIX,R 187460638 187460662 25 1512.9 1125.9 3599
SSACC,R 187460663
ESACC,R 187460663 187460697 35 1505.9 1121.2 1523.8 1179.8 0.96 146
SFIX,R 187460698
EFIX,R 187460698 187460728 31 1519.6 1209.0 4226
SSACC,R 187460729
ESACC,R 187460729 187460733 5 1525.9 1237.2 1532.7 1250.4 0.23 71
SFIX,R 187460734
EFIX,R 187460734 187460792 59 1528.7 1252.0 4282
SSACC,R 187460793
ESACC,R 187460793 187460840 48 1527.3 1243.4 1496.9 1140.8 1.67 108
SFIX,R 187460841
EFIX,R 187460841 187461799 959 1491.5 1114.8 3447
SSACC,R 187461800
ESACC,R 187461800 187461857 58 1487.4 1096.8 809.4 2050.8 17.24 535
SFIX,R 187461858
EFIX,R 187461858 187462377 520 763.2 2112.1 3244
SSACC,R 187462378
ESACC,R 187462378 187462407 30 750.1 2121.0 593.6 2117.0 2.30 144
SFIX,R 187462408
EFIX,R 187462408 187462496 89 575.8 2137.3 3232
SSACC,R 187462497
SBLINK,R 187462507
EBLINK,R 187462507 187462688 182
ESACC,R 187462497 187462697 201 603.8 2140.9 604.6 2142.7 0.03 9
SFIX,R 187462698
EFIX,R 187462698 187462725 28 605.5 2139.4 3386
SSACC,R 187462726
SBLINK,R 187462736
EBLINK,R 187462736 187462801 66
ESACC,R 187462726 187462820 95 769.6 2114.0 837.2 2095.5 1.03 185
SFIX,R 187462821
EFIX,R 187462821 187463056 236 856.6 2069.3 3385
SSACC,R 187463057
ESACC,R 187463057 187463119 63 857.8 2064.6 1653.3 982.8 19.80 513
SFIX,R 187463120
EFIX,R 187463120 187463298 179 1654.2 1045.1 3253
SSACC,R 187463299
ESACC,R 187463299 187463319 21 1651.6 1058.4 1544.6 1158.8 2.32 207
SFIX,R 187463320
EFIX,R 187463320 187463712 393 1533.8 1173.3 3300
SSACC,R 187463713
ESACC,R 187463713 187463734 22 1533.0 1165.1 1567.3 1297.3 2.12 169
SFIX,R 187463735
EFIX,R 187463735 187464080 346 1559.4 1300.7 3394
SSACC,R 187464081
ESACC,R 187464081 187464099 19 1560.9 1295.1 1619.8 1267.6 1.02 72
SFIX,R 187464100
EFIX,R 187464100 187464664 565 1620.9 1264.2 3358
SSACC,R 187464665
ESACC,R 187464665 187464686 22 1619.4 1265.6 1658.8 1374.9 1.77 140
SFIX,R 187464687
EFIX,R 187464687 187464918 232 1656.8 1365.0 3250
SSACC,R 187464919
ESACC,R 187464919 187464925 7 1663.8 1365.2 1671.1 1349.6 0.26 36
SFIX,R 187464926
EFIX,R 187464926 187465458 533 1682.8 1335.9 3207
SSACC,R 187465459
ESACC,R 187465459 187465471 13 1687.5 1335.9 1708.0 1298.0 0.66 66
SFIX,R 187465472
EFIX,R 187465472 187465869 398 1723.6 1292.8 3220
SSACC,R 187465870
ESACC,R 187465870 187465885 16 1726.3 1294.2 1740.2 1231.4 0.98 74
SFIX,R 187465886
EFIX,R 187465886 187466109 224 1743.8 1208.3 3157
SSACC,R 187466110
ESACC,R 187466110 187466133 24 1746.4 1208.0 1727.8 1111.2 1.53 100
SFIX,R 187466134
EFIX,R 187466134 187470438 4305 1711.9 1097.3 3201
SSACC,R 187470439
ESACC,R 187470439 187470463 25 1705.4 1094.0 1616.0 1088.5 1.42 67
SFIX,R 187470464
EFIX,R 187470464 187471191 728 1454.4 1075.0 3258
SSACC,R 187471192
ESACC,R 187471192 187471211 20 1447.3 1067.4 1509.0 1145.6 1.59 122
SFIX,R 187471212
EFIX,R 187471212 187472599 1388 1517.5 1143.1 3342
SSACC,R 187472600
ESACC,R 187472600 187472615 16 1529.4 1143.0 1508.2 1198.3 0.93 73
SFIX,R 187472616
EFIX,R 187472616 187473121 506 1506.4 1196.5 3263
SSACC,R 187473122
ESACC,R 187473122 187473136 15 1510.2 1187.1 1516.2 1134.9 0.82 72
SFIX,R 187473137
EFIX,R 187473137 187474343 1207 1529.3 1119.6 3202
SSACC,R 187474344
ESACC,R 187474344 187474355 12 1527.0 1122.9 1494.4 1132.1 0.54 59
SFIX,R 187474356
EFIX,R 187474356 187474967 612 1440.5 1161.1 3204
SSACC,R 187474968
ESACC,R 187474968 187474998 31 1435.4 1161.4 1120.7 1167.8 5.10 294
SFIX,R 187474999
EFIX,R 187474999 187475546 548 1087.5 1163.3 3384
SSACC,R 187475547
ESACC,R 187475547 187475574 28 1082.8 1163.4 1397.7 1171.2 5.11 377
SFIX,R 187475575
EFIX,R 187475575 187475881 307 1439.7 1172.5 3339
SSACC,R 187475882
ESACC,R 187475882 187475894 13 1449.2 1164.0 1475.7 1146.4 0.51 43
SFIX,R 187475895
EFIX,R 187475895 187476544 650 1557.4 1176.8 3200
SSACC,R 187476545
SBLINK,R 187476565
EBLINK,R 187476565 187477266 702
ESACC,R 187476545 187477339 795 1563.4 1197.0 934.1 982.8 10.76 487
SFIX,R 187477340
EFIX,R 187477340 187480146 2807 924.0 902.3 3158
SSACC,R 187480147
SBLINK,R 187480169
EBLINK,R 187480169 187480440 272
ESACC,R 187480147 187480527 381 929.0 915.7 1478.3 967.9 9.07 918
SFIX,R 187480528
EFIX,R 187480528 187483791 3264 1461.9 955.7 3114
SSACC,R 187483792
SBLINK,R 187483811
EBLINK,R 187483811 187488160 4350
